################################################################################
# File type: R
# Simulation type: M
# Number of atoms:       432
# Number of ensembles:         1
################################################################################
  # iter     ens   iatom           |Mom|             M_x             M_y             M_z
      -1       1     313    2.72070000E+00  3.35567625E-01  5.34658525E-01  7.75586637E-01
      -1       1     314    1.72020000E+00  4.63608086E-01  6.88596464E-01  5.57586274E-01
      -1       1     315    2.72070000E+00  2.75706863E-01  6.62414473E-01  6.96557817E-01
      -1       1     316    1.72020000E+00  6.14173313E-02  5.24879760E-01  8.48957684E-01
      -1       1     317    2.72070000E+00  3.75282009E-01  4.12704518E-01  8.29962887E-01
      -1       1     318    1.72020000E+00  2.05357792E-01  5.69412381E-01  7.95988516E-01
      -1       1     319    2.72070000E+00  2.17479968E-01  3.65482011E-01  9.05055448E-01
      -1       1     320    1.72020000E+00  5.20602641E-01  3.56785389E-01  7.75678462E-01
      -1       1     321    2.72070000E+00  6.10425379E-01  4.25228937E-01  6.68252354E-01
      -1       1     322    1.72020000E+00  4.42003324E-01  3.31067419E-01  8.33683048E-01
      -1       1     323    2.72070000E+00  3.15444866E-01  3.38989381E-01  8.86329925E-01
      -1       1     324    1.72020000E+00  4.48994465E-01  4.64768162E-01  7.63147775E-01
      -1       1     325    2.72070000E+00  5.09884520E-01  3.09502669E-01  8.02636826E-01
      -1       1     326    1.72020000E+00  5.38664200E-01  6.17932535E-01  5.72713072E-01
      -1       1     327    2.72070000E+00  2.25357580E-01  5.59644688E-01  7.97503470E-01
      -1       1     328    1.72020000E+00  4.30763084E-01  5.75469144E-01  6.95182300E-01
      -1       1     329    2.72070000E+00  4.49082829E-01  5.38920111E-01  7.12663824E-01
      -1       1     330    1.72020000E+00  2.61732695E-01  2.72187735E-01  9.25964272E-01
      -1       1     331    2.72070000E+00  3.55986531E-01  4.93431764E-01  7.93598566E-01
      -1       1     332    1.72020000E+00  3.35881117E-01  4.63967824E-01  8.19705882E-01
      -1       1     333    2.72070000E+00  4.14902278E-01  6.36406855E-01  6.50263343E-01
      -1       1     334    1.72020000E+00  2.95850619E-01  4.95561295E-01  8.16634198E-01
      -1       1     335    2.72070000E+00  3.35220862E-01  4.27055837E-01  8.39791811E-01
      -1       1     336    1.72020000E+00  3.92505600E-01  5.12851623E-01  7.63493659E-01
      -1       1     337    2.72070000E+00  3.03142944E-01  7.10874845E-01  6.34634785E-01
      -1       1     338    1.72020000E+00  2.56407782E-01  3.36501426E-01  9.06102555E-01
      -1       1     339    2.72070000E+00  4.61346690E-01  5.54049026E-01  6.92956643E-01
      -1       1     340    1.72020000E+00  2.69090622E-01  6.91184048E-01  6.70712195E-01
      -1       1     341    2.72070000E+00  3.24817862E-01  5.17775327E-01  7.91455664E-01
      -1       1     342    1.72020000E+00  2.75706863E-01  6.62414473E-01  6.96557817E-01
      -1       1     343    2.72070000E+00  8.05739202E-02  4.16321720E-01  9.05640143E-01
      -1       1     344    1.72020000E+00  3.62239130E-01  5.52050181E-01  7.51014920E-01
      -1       1     345    2.72070000E+00  2.05357792E-01  5.69412381E-01  7.95988516E-01
      -1       1     346    1.72020000E+00  3.42584678E-01  6.07383363E-01  7.16743461E-01
      -1       1     347    2.72070000E+00  3.80616553E-01  5.80833562E-01  7.19557790E-01
      -1       1     348    1.72020000E+00  2.35227911E-01  6.78694275E-01  6.95731206E-01
      -1       1     349    2.72070000E+00  2.79994806E-01  5.67436305E-01  7.74350663E-01
      -1       1     350    1.72020000E+00  4.63853985E-01  2.65076673E-01  8.45324694E-01
      -1       1     351    2.72070000E+00  3.31366367E-01  3.70813537E-01  8.67579190E-01
      -1       1     352    1.72020000E+00  5.83369690E-01  4.58759207E-01  6.70238611E-01
      -1       1     353    2.72070000E+00  3.77257663E-01  7.04875448E-01  6.00688986E-01
      -1       1     354    1.72020000E+00  4.67517537E-01  4.42097848E-01  7.65491245E-01
      -1       1     355    2.72070000E+00  3.65153114E-01  4.09876585E-01  8.35861465E-01
      -1       1     356    1.72020000E+00  4.28830646E-01  2.64931953E-01  8.63663903E-01
      -1       1     357    2.72070000E+00  2.35213397E-01  5.39511307E-01  8.08456683E-01
      -1       1     358    1.72020000E+00  3.55986531E-01  4.93431764E-01  7.93598566E-01
      -1       1     359    2.72070000E+00  4.43202176E-01  5.02856500E-01  7.42096471E-01
      -1       1     360    1.72020000E+00  3.56457903E-01  3.78148848E-01  8.54365971E-01
      -1       1     361    2.72070000E+00  5.49551374E-01  2.54719963E-01  7.95682743E-01
      -1       1     362    1.72020000E+00  1.78704756E-01  2.09932469E-01  9.61245530E-01
      -1       1     363    2.72070000E+00  5.98379203E-01  2.53609023E-01  7.60016311E-01
      -1       1     364    1.72020000E+00  3.58873897E-01  7.69567803E-01  5.28180768E-01
      -1       1     365    2.72070000E+00  4.55887708E-01  5.02428344E-01  7.34664657E-01
      -1       1     366    1.72020000E+00  4.58770583E-01  5.27380267E-01  7.15122092E-01
      -1       1     367    2.72070000E+00  3.96845128E-01  5.27109261E-01  7.51445122E-01
      -1       1     368    1.72020000E+00  3.82496137E-01  5.68841669E-01  7.28090558E-01
      -1       1     369    2.72070000E+00  4.35020261E-01  4.94826038E-01  7.52266285E-01
      -1       1     370    1.72020000E+00  2.38771068E-01  5.41123000E-01  8.06333849E-01
      -1       1     371    2.72070000E+00  2.11438686E-01  6.77394652E-01  7.04578007E-01
      -1       1     372    1.72020000E+00  2.05357792E-01  5.69412381E-01  7.95988516E-01
      -1       1     373    2.72070000E+00  3.98442439E-01  5.59982645E-01  7.26404199E-01
      -1       1     374    1.72020000E+00  2.86734791E-01  3.86369056E-01  8.76642523E-01
      -1       1     375    2.72070000E+00  4.92242540E-01  6.32244494E-01  5.98301080E-01
      -1       1     376    1.72020000E+00  2.75854034E-01  4.11548314E-01  8.68638323E-01
      -1       1     377    2.72070000E+00  1.74153935E-01  5.49686000E-01  8.17016345E-01
      -1       1     378    1.72020000E+00  4.11507038E-01  4.90018337E-01  7.68468598E-01
      -1       1     379    2.72070000E+00  3.15263942E-01  6.77119201E-01  6.64919720E-01
      -1       1     380    1.72020000E+00  5.64240949E-01  5.72718678E-01  5.94664164E-01
      -1       1     381    2.72070000E+00  4.50350243E-01  4.68982398E-01  7.59763232E-01
      -1       1     382    1.72020000E+00  4.46148646E-01  4.95087496E-01  7.45546616E-01
      -1       1     383    2.72070000E+00  1.94940521E-01  5.16475466E-01  8.33817298E-01
      -1       1     384    1.72020000E+00 -2.26717022E-02  4.34199753E-01  9.00531270E-01
      -1       1     385    2.72070000E+00  3.55986531E-01  4.93431764E-01  7.93598566E-01
      -1       1     386    1.72020000E+00  4.94405306E-01  4.77909496E-01  7.26061917E-01
      -1       1     387    2.72070000E+00  4.06472719E-01  4.69458726E-01  7.83829339E-01
      -1       1     388    1.72020000E+00  2.77063948E-01  4.92771946E-01  8.24870522E-01
      -1       1     389    2.72070000E+00  2.76645285E-01  4.14547667E-01  8.66958833E-01
      -1       1     390    1.72020000E+00  1.80379634E-01  5.22988120E-01  8.33034582E-01
      -1       1     391    2.72070000E+00 -6.94891740E-02  5.38130294E-01  8.39992286E-01
      -1       1     392    1.72020000E+00  3.38055525E-01  4.62672702E-01  8.19544040E-01
      -1       1     393    2.72070000E+00  4.23565716E-01  6.64892708E-01  6.15231478E-01
      -1       1     394    1.72020000E+00  3.49086925E-01  4.18761427E-01  8.38318069E-01
      -1       1     395    2.72070000E+00  3.98231023E-01  2.17010429E-01  8.91245492E-01
      -1       1     396    1.72020000E+00  3.77568748E-01  4.10762902E-01  8.29888955E-01
      -1       1     397    2.72070000E+00  4.92795717E-01  5.25281090E-01  6.93708986E-01
      -1       1     398    1.72020000E+00 -4.92491487E-02  5.69263703E-01  8.20678596E-01
      -1       1     399    2.72070000E+00  2.05357792E-01  5.69412381E-01  7.95988516E-01
      -1       1     400    1.72020000E+00  5.69820381E-01  4.26618367E-01  7.02354257E-01
      -1       1     401    2.72070000E+00  2.73716472E-01  5.91112801E-01  7.58725873E-01
      -1       1     402    1.72020000E+00  1.55269002E-01  5.26589853E-01  8.35819756E-01
      -1       1     403    2.72070000E+00  1.10342552E-01  5.37367170E-01  8.36098706E-01
      -1       1     404    1.72020000E+00  2.03991337E-01  5.07144746E-01  8.37371925E-01
      -1       1     405    2.72070000E+00  4.02887696E-01  4.74595518E-01  7.82585841E-01
      -1       1     406    1.72020000E+00  2.47457042E-01  6.32188256E-01  7.34236352E-01
      -1       1     407    2.72070000E+00  5.06738726E-01  3.65500727E-01  7.80784914E-01
      -1       1     408    1.72020000E+00  2.39672627E-01  5.47141092E-01  8.01993552E-01
      -1       1     409    2.72070000E+00  3.83389223E-01  4.08125303E-01  8.28520634E-01
      -1       1     410    1.72020000E+00  3.13126263E-01  5.61024785E-01  7.66291808E-01
      -1       1     411    2.72070000E+00  6.65626979E-01  5.70008338E-01  4.81696191E-01
      -1       1     412    1.72020000E+00  3.55986531E-01  4.93431764E-01  7.93598566E-01
      -1       1     413    2.72070000E+00  2.39033058E-01  6.20307228E-01  7.47048954E-01
      -1       1     414    1.72020000E+00  3.50009614E-01  4.53236757E-01  8.19798581E-01
      -1       1     415    2.72070000E+00  8.71790589E-02  5.83760385E-01  8.07232076E-01
      -1       1     416    1.72020000E+00 -4.27114622E-02  4.96570973E-01  8.66944635E-01
      -1       1     417    2.72070000E+00  1.80353164E-01  5.08860405E-01  8.41744513E-01
      -1       1     418    1.72020000E+00  3.43492591E-01  5.82499629E-01  7.36686516E-01
      -1       1     419    2.72070000E+00  3.48868725E-01  4.54101373E-01  8.19806414E-01
      -1       1     420    1.72020000E+00  3.23899575E-01  4.79742354E-01  8.15436288E-01
      -1       1     421    2.72070000E+00  3.27561493E-01  5.06683863E-01  7.97480364E-01
      -1       1     422    1.72020000E+00  4.53437310E-01  4.17376566E-01  7.87522323E-01
      -1       1     423    2.72070000E+00  3.58495221E-01  3.64389210E-01  8.59477562E-01
      -1       1     424    1.72020000E+00  3.25691236E-01  4.57938830E-01  8.27174254E-01
      -1       1     425    2.72070000E+00  3.20866763E-01  6.17877736E-01  7.17824229E-01
      -1       1     426    1.72020000E+00  2.05357792E-01  5.69412381E-01  7.95988516E-01
      -1       1     427    2.72070000E+00  2.35272401E-01  5.15391949E-01  8.24025507E-01
      -1       1     428    1.72020000E+00  3.44767893E-01  3.01537976E-01  8.88937539E-01
      -1       1     429    2.72070000E+00  3.86541768E-01  5.77304864E-01  7.19238873E-01
      -1       1     430    1.72020000E+00  3.67875099E-01  4.63502529E-01  8.06122396E-01
      -1       1     431    2.72070000E+00  2.29287559E-01  4.81187965E-01  8.46100087E-01
      -1       1     432    1.72020000E+00  1.98436724E-01  5.49272476E-01  8.11740484E-01
